wavelength,melanopic,l_cone_opic,m_cone_opic,s_cone_opic,rhodopic,photopic
652,7.43383E-05,  1.33760E-01,  1.19304E-02,,5.79E-04,0.0961886400000
653,6.88650E-05,  1.26383E-01,  1.10850E-02,,5.36E-04,0.0911229600000
654,6.38172E-05,  1.19343E-01,  1.02892E-02,,4.96E-04,0.0862648500000
655,5.91914E-05,  1.12638E-01,  9.54315E-03,,4.59E-04,0.0816000000000
656,5.49203E-05,  1.06264E-01,  8.84609E-03,,4.25E-04,0.0771206400000
657,5.09374E-05,  1.00208E-01,  8.19600E-03,,3.935E-04,0.0728255200000
658,4.72404E-05,  9.44558E-02,  7.59059E-03,,3.645E-04,0.0687100800000
659,4.38269E-05,  8.89934E-02,  7.02754E-03,,3.377E-04,0.0647697600000
660,4.06945E-05,  8.38077E-02,  6.50455E-03,,3.129E-04,0.0610000000000
661,3.77990E-05,  7.88865E-02,  6.01952E-03,,2.901E-04,0.0573962100000
662,3.50966E-05,  7.42191E-02,  5.57093E-03,,2.689E-04,0.0539550400000
663,3.25857E-05,  6.97952E-02,  5.15728E-03,,2.493E-04,0.0506737600000
664,3.02647E-05,  6.56050E-02,  4.77687E-03,,2.313E-04,0.0475496500000
665,2.81320E-05,  6.16384E-02,  4.42794E-03,,2.146E-04,0.0445800000000
666,2.61587E-05,  5.78857E-02,  4.10832E-03,,1.991E-04,0.0417587200000
667,2.43158E-05,  5.43366E-02,  3.81470E-03,,1.848E-04,0.0390849600000
668,2.26017E-05,  5.09811E-02,  3.54392E-03,,1.716E-04,0.0365638400000
669,2.10148E-05,  4.78096E-02,  3.29329E-03,,1.593E-04,0.0342004800000
670,1.95535E-05,  4.48132E-02,  3.06050E-03,,1.480E-04,0.0320000000000
671,1.81982E-05,  4.19831E-02,  2.84369E-03,,1.375E-04,0.0299626100000
672,1.69302E-05,  3.93111E-02,  2.64175E-03,,1.277E-04,0.0280766400000
673,1.57493E-05,  3.67892E-02,  2.45374E-03,,1.187E-04,0.0263293600000
674,1.46553E-05,  3.44098E-02,  2.27875E-03,,1.104E-04,0.0247080500000
675,1.36480E-05,  3.21660E-02,  2.11596E-03,,1.026E-04,0.0232000000000
676,1.27143E-05,  3.00509E-02,  1.96456E-03,,9.54E-05,0.0218007700000
677,1.18407E-05,  2.80594E-02,  1.82378E-03,,8.88E-05,0.0205011200000
678,1.10269E-05,  2.61861E-02,  1.69287E-03,,8.26E-05,0.0192810800000
679,1.02723E-05,  2.44260E-02,  1.57115E-03,,7.69E-05,0.0181206900000
680,9.57637E-06,  2.27738E-02,  1.45798E-03,,7.15E-05,0.0170000000000
681,8.93033E-06,  2.12238E-02,  1.35274E-03,,6.66E-05,0.0159037900000
682,8.32543E-06,  1.97679E-02,  1.25476E-03,,6.20E-05,0.0148371800000
683,7.76135E-06,  1.83986E-02,  1.16340E-03,,5.78E-05,0.0138106800000
684,7.23773E-06,  1.71092E-02,  1.07812E-03,,5.38E-05,0.0128347800000
685,6.75425E-06,  1.58939E-02,  9.98424E-04,,5.01E-05,0.0119200000000
686,6.30499E-06,  1.47492E-02,  9.23962E-04,,4.67E-05,0.0110683100000
687,5.88407E-06,  1.36773E-02,  8.54713E-04,,4.36E-05,0.0102733900000
688,5.49115E-06,  1.26804E-02,  7.90652E-04,,4.06E-05,0.0095333110000
689,5.12592E-06,  1.17590E-02,  7.31684E-04,,3.789E-05,0.0088461570000
690,4.78804E-06,  1.09123E-02,  6.77653E-04,,3.533E-05,0.0082100000000
691,4.47347E-06,  1.01373E-02,  6.28297E-04,,3.295E-05,0.0076237810000
692,4.17829E-06,  9.42568E-03,  5.83108E-04,,3.075E-05,0.0070854240000
693,3.90243E-06,  8.76917E-03,  5.41584E-04,,2.870E-05,0.0065914760000
694,3.64583E-06,  8.16076E-03,  5.03294E-04,,2.679E-05,0.0061384850000
695,3.40841E-06,  7.59453E-03,  4.67870E-04,,2.501E-05,0.0057230000000
696,3.18739E-06,  7.06588E-03,  4.35007E-04,,2.336E-05,0.0053430590000
697,2.97998E-06,  6.57252E-03,  4.04490E-04,,2.182E-05,0.0049957960000
698,2.78604E-06,  6.11262E-03,  3.76138E-04,,2.038E-05,0.0046764040000
699,2.60548E-06,  5.68440E-03,  3.49784E-04,,1.905E-05,0.0043800750000
700,2.43819E-06,  5.28607E-03,  3.25278E-04,,1.780E-05,0.0041020000000
701,2.28225E-06,  4.91573E-03,  3.02477E-04,,1.664E-05,0.0038384530000
702,2.13580E-06,  4.57086E-03,  2.81237E-04,,1.556E-05,0.0035890990000
703,1.99874E-06,  4.24908E-03,  2.61427E-04,,1.454E-05,0.0033542190000
704,1.87101E-06,  3.94832E-03,  2.42930E-04,,1.360E-05,0.0031340930000
705,1.75252E-06,  3.66675E-03,  2.25641E-04,,1.273E-05,0.0029290000000
706,1.64197E-06,  3.40297E-03,  2.09478E-04,,1.191E-05,0.0027381390000
707,1.53806E-06,  3.15632E-03,  1.94400E-04,,1.114E-05,0.0025598760000
708,1.44073E-06,  2.92624E-03,  1.80370E-04,,1.043E-05,0.0023932440000
709,1.34993E-06,  2.71213E-03,  1.67347E-04,,9.76E-06,0.0022372750000
710,1.26560E-06,  2.51327E-03,  1.55286E-04,,9.14E-06,0.0020910000000
711,1.18683E-06,  2.32895E-03,  1.44135E-04,,8.56E-06,0.0019535870000
712,1.11273E-06,  2.15836E-03,  1.33830E-04,,8.02E-06,0.0018245800000
713,1.04326E-06,  2.00071E-03,  1.24309E-04,,7.51E-06,0.0017035800000
714,9.78385E-07,  1.85521E-03,  1.15513E-04,,7.04E-06,0.0015901870000
715,9.18078E-07,  1.72108E-03,  1.07388E-04,,6.60E-06,0.0014840000000
716,8.61705E-07,  1.59750E-03,  9.98800E-05,,6.18E-06,0.0013844960000
717,8.08640E-07,  1.48342E-03,  9.29320E-05,,5.80E-06,0.0012912680000
718,7.58853E-07,  1.37787E-03,  8.64907E-05,,5.44E-06,0.0012040920000
719,7.12313E-07,  1.27998E-03,  8.05090E-05,,5.10E-06,0.0011227440000
720,6.68991E-07,  1.18900E-03,  7.49453E-05,,4.78E-06,0.0010470000000
721,6.28444E-07,  1.10433E-03,  6.97652E-05,,4.49E-06,0.0009765896000
722,5.90239E-07,  1.02563E-03,  6.49470E-05,,4.21E-06,0.0009111088000
723,5.54363E-07,  9.52602E-04,  6.04718E-05,,3.951E-06,0.0008501332000
724,5.20798E-07,  8.84959E-04,  5.63207E-05,,3.709E-06,0.0007932384000
725,4.89531E-07,  8.22396E-04,  5.24748E-05,,3.482E-06,0.0007400000000
726,4.60251E-07,  7.64585E-04,  4.89142E-05,,3.270E-06,0.0006900827000
727,4.32648E-07,  7.11110E-04,  4.56137E-05,,3.070E-06,0.0006433100000
728,4.06710E-07,  6.61570E-04,  4.25490E-05,,2.884E-06,0.0005994960000
729,3.82420E-07,  6.15612E-04,  3.96989E-05,,2.710E-06,0.0005584547000
730,3.59766E-07,  5.72917E-04,  3.70443E-05,,2.546E-06,0.0005200000000
731,3.38528E-07,  5.33206E-04,  3.45688E-05,,2.393E-06,0.0004839136000
732,3.18490E-07,  4.96234E-04,  3.22588E-05,,2.250E-06,0.0004500528000
733,2.99644E-07,  4.61782E-04,  3.01026E-05,,2.115E-06,0.0004183452000
734,2.81981E-07,  4.29654E-04,  2.80893E-05,,1.989E-06,0.0003887184000
735,2.65493E-07,  3.99670E-04,  2.62088E-05,,1.870E-06,0.0003611000000
736,2.50026E-07,  3.71690E-04,  2.44529E-05,,1.759E-06,0.0003353835000
737,2.35424E-07,  3.45650E-04,  2.28177E-05,,1.655E-06,0.0003114404000
738,2.21681E-07,  3.21494E-04,  2.12995E-05,,1.557E-06,0.0002891656000
739,2.08789E-07,  2.99155E-04,  1.98941E-05,,1.466E-06,0.0002684539000
740,1.96740E-07,  2.78553E-04,  1.85965E-05,,1.379E-06,0.0002492000000
741,1.85426E-07,  2.59583E-04,  1.74003E-05,,1.299E-06,0.0002313019000
742,1.74736E-07,  2.42061E-04,  1.62931E-05,,1.223E-06,0.0002146856000
743,1.64666E-07,  2.25809E-04,  1.52632E-05,,1.151E-06,0.0001992884000
744,1.55212E-07,  2.10674E-04,  1.43005E-05,,1.084E-06,0.0001850475000
745,1.46370E-07,  1.96528E-04,  1.33965E-05,,1.022E-06,0.0001719000000
746,1.38062E-07,  1.83271E-04,  1.25449E-05,,9.62E-07,0.0001597781000
747,1.30208E-07,  1.70868E-04,  1.17441E-05,,9.07E-07,0.0001486044000
748,1.22805E-07,  1.59290E-04,  1.09929E-05,,8.55E-07,0.0001383016000
749,1.15848E-07,  1.48506E-04,  1.02900E-05,,8.06E-07,0.0001287925000
750,1.09332E-07,  1.38482E-04,  9.63397E-06,,7.60E-07,0.0001200000000
751,1.03202E-07,  1.29179E-04,  9.02263E-06,,7.16E-07,0.0001118595000
752,9.74005E-08,  1.20542E-04,  8.45301E-06,,6.75E-07,0.0001043224000
753,9.19274E-08,  1.12519E-04,  7.92207E-06,,6.37E-07,0.0000973356000
754,8.67807E-08,  1.05061E-04,  7.42700E-06,,6.01E-07,0.0000908458700
755,8.19587E-08,  9.81226E-05,  6.96522E-06,,5.67E-07,0.0000848000000
756,7.74202E-08,  9.16641E-05,  6.53422E-06,,5.35E-07,0.0000791466700
757,7.31243E-08,  8.56455E-05,  6.13129E-06,,5.05E-07,0.0000738580000
758,6.90693E-08,  8.00302E-05,  5.75391E-06,,4.77E-07,0.0000689160000
759,6.52534E-08,  7.47858E-05,  5.39984E-06,,4.50E-07,0.0000643026700
760,6.16749E-08,  6.98827E-05,  5.06711E-06,,4.25E-07,0.0000600000000
761,5.83044E-08,  6.52966E-05,  4.75413E-06,,4.01E-07,0.0000559818700
762,5.51124E-08,  6.10128E-05,  4.46019E-06,,3.790E-07,0.0000522256000
763,5.20972E-08,  5.70183E-05,  4.18466E-06,,3.580E-07,0.0000487184000
764,4.92575E-08,  5.32996E-05,  3.92690E-06,,3.382E-07,0.0000454474700
765,4.65916E-08,  4.98430E-05,  3.68617E-06,,3.196E-07,0.0000424000000
766,4.40782E-08,  4.66322E-05,  3.46157E-06,,3.021E-07,0.0000395610400
767,4.16962E-08,  4.36424E-05,  3.25155E-06,,2.855E-07,0.0000369151200
768,3.94444E-08,  4.08501E-05,  3.05464E-06,,2.699E-07,0.0000344486800
769,3.73218E-08,  3.82346E-05,  2.86951E-06,,2.552E-07,0.0000321481600
770,3.53272E-08,  3.57781E-05,  2.69504E-06,,2.413E-07,0.0000300000000
771,3.34451E-08,  3.34676E-05,  2.53040E-06,,2.282E-07,0.0000279912500
772,3.16600E-08,  3.13007E-05,  2.37550E-06,,2.159E-07,0.0000261135600
773,2.99712E-08,  2.92761E-05,  2.23033E-06,,2.042E-07,0.0000243602400
774,2.83782E-08,  2.73908E-05,  2.09478E-06,,1.932E-07,0.0000227246100
775,2.68803E-08,  2.56411E-05,  1.96864E-06,,1.829E-07,0.0000212000000
776,2.54800E-08,  2.40205E-05,  1.85152E-06,,1.731E-07,0.0000197785500
777,2.41660E-08,  2.25160E-05,  1.74248E-06,,1.638E-07,0.0000184528500
778,2.29167E-08,  2.11145E-05,  1.64060E-06,,1.551E-07,0.0000172168700
779,2.17105E-08,  1.98046E-05,  1.54507E-06,,1.468E-07,0.0000160645900
780,2.05258E-08,  1.85766E-05,  1.45518E-06,,1.390E-07,0.0000149900000
781,,,,,,0.0000139872800
782,,,,,,0.0000130515500
783,,,,,,0.0000121781800
784,,,,,,0.0000113625400
785,,,,,,0.0000106000000
786,,,,,,0.0000098858770
787,,,,,,0.0000092173040
788,,,,,,0.0000085923620
789,,,,,,0.0000080091330
790,,,,,,0.0000074657000
791,,,,,,0.0000069595670
792,,,,,,0.0000064879950
793,,,,,,0.0000060486990
794,,,,,,0.0000056393960
795,,,,,,0.0000052578000
796,,,,,,0.0000049017710
797,,,,,,0.0000045697200
798,,,,,,0.0000042601940
799,,,,,,0.0000039717390
800,,,,,,0.0000037029000
801,,,,,,0.0000034521630
802,,,,,,0.0000032183020
803,,,,,,0.0000030003000
804,,,,,,0.0000027971390
805,,,,,,0.0000026078000
806,,,,,,0.0000024312200
807,,,,,,0.0000022665310
808,,,,,,0.0000021130130
809,,,,,,0.0000019699430
810,,,,,,0.0000018366000
811,,,,,,0.0000017122300
812,,,,,,0.0000015962280
813,,,,,,0.0000014880900
814,,,,,,0.0000013873140
815,,,,,,0.0000012934000
816,,,,,,0.0000012058200
817,,,,,,0.0000011241430
818,,,,,,0.0000010480090
819,,,,,,0.0000009770578
820,,,,,,0.0000009109300
821,,,,,,0.0000008492513
822,,,,,,0.0000007917212
823,,,,,,0.0000007380904
824,,,,,,0.0000006881098
825,,,,,,0.0000006415300
826,,,,,,0.0000005980895
827,,,,,,0.0000005575746
828,,,,,,0.0000005198080
829,,,,,,0.0000004846123
830,,,,,,0.0000004518100
