timestamp,sensor,lux,kelvin,rgbR,rgbG,rgbB,rgbIR,movement,mEDI,R',G',B'
21-06-2023 19.51.21,New Button,61,3790,54,46,34,12,0,74,0.00077142834,0.00065714266,0.00048571414000000003
21-06-2023 19.51.37,New Button,59,3829,50,44,32,12,0,68,0.0007142855,0.00062857124,0.00045714272
21-06-2023 19.51.52,New Button,59,3829,50,44,32,12,0,68,0.0007142855,0.00062857124,0.00045714272
21-06-2023 19.52.07,New Button,61,3790,54,46,34,12,0,74,0.00077142834,0.00065714266,0.00048571414000000003
21-06-2023 19.52.22,New Button,55,4075,44,42,31,20,0,53,0.00062857124,0.00059999982,0.00044285701
21-06-2023 19.52.37,New Button,53,4138,43,41,31,13,0,51,0.0006142855300000001,0.00058571411,0.00044285701
21-06-2023 19.52.52,New Button,61,3982,50,46,34,14,0,64,0.0007142855,0.00065714266,0.00048571414000000003
21-06-2023 19.53.07,New Button,56,4041,46,43,32,13,0,57,0.00065714266,0.0006142855300000001,0.00045714272
21-06-2023 19.53.22,New Button,43,4112,35,33,25,13,0,43,0.00049999985,0.00047142843,0.00035714275
21-06-2023 19.53.37,New Button,56,4041,46,43,32,7,0,57,0.00065714266,0.0006142855300000001,0.00045714272
21-06-2023 19.53.52,New Button,55,3989,44,41,30,8,0,56,0.00062857124,0.00058571411,0.0004285713
21-06-2023 19.54.07,New Button,55,3989,44,41,30,8,0,56,0.00062857124,0.00058571411,0.0004285713
21-06-2023 19.54.22,New Button,56,4100,45,43,32,8,0,54,0.00064285695,0.0006142855300000001,0.00045714272
21-06-2023 19.54.37,New Button,59,3957,49,45,33,7,0,62,0.00069999979,0.00064285695,0.00047142843
21-06-2023 19.54.52,New Button,56,4041,46,43,32,7,0,57,0.00065714266,0.0006142855300000001,0.00045714272
21-06-2023 19.55.07,New Button,56,3931,48,43,32,7,0,62,0.00068571408,0.0006142855300000001,0.00045714272
21-06-2023 19.55.22,New Button,55,3989,44,41,30,8,0,56,0.00062857124,0.00058571411,0.0004285713
21-06-2023 19.55.37,New Button,3,2661,3,2,1,7,6,3,4.285713e-05,2.857142e-05,1.428571e-05
21-06-2023 19.55.52,New Button,84,3103,89,58,40,24,4,122,0.0012714281900000001,0.00082857118,0.0005714284
21-06-2023 19.56.07,New Button,43,3487,40,31,22,23,4,59,0.0005714284,0.00044285701,0.00031428562
21-06-2023 19.56.22,New Button,53,3568,49,39,28,31,0,71,0.00069999979,0.00055714269,0.00039999988
21-06-2023 19.56.37,New Button,53,3568,49,39,28,32,0,71,0.00069999979,0.00055714269,0.00039999988
21-06-2023 19.56.52,New Button,55,3724,49,41,30,32,0,69,0.00069999979,0.00058571411,0.0004285713
21-06-2023 19.57.07,New Button,51,3614,48,38,28,3,2,69,0.00068571408,0.00054285698,0.00039999988
21-06-2023 19.57.22,New Button,74,3609,67,54,39,6,0,98,0.00095714257,0.00077142834,0.00055714269
21-06-2023 19.57.38,New Button,90,3568,84,66,48,9,0,123,0.00119999964,0.00094285686,0.00068571408
21-06-2023 19.57.53,New Button,84,3626,75,61,44,4,2,109,0.00107142825,0.00087142831,0.00062857124
21-06-2023 19.58.08,New Button,84,3626,75,61,44,4,0,109,0.00107142825,0.00087142831,0.00062857124
21-06-2023 19.58.23,New Button,93,3632,85,69,50,8,0,122,0.00121428535,0.00098571399,0.0007142855
21-06-2023 19.58.38,New Button,90,3621,82,66,48,7,0,119,0.00117142822,0.00094285686,0.00068571408
21-06-2023 19.58.53,New Button,89,3629,80,65,47,6,0,116,0.0011428568,0.00092857115,0.00067142837
21-06-2023 19.59.08,New Button,85,3582,80,63,46,5,0,116,0.0011428568,0.00089999973,0.00065714266
21-06-2023 19.59.23,New Button,85,3638,78,63,46,5,0,112,0.00111428538,0.00089999973,0.00065714266
21-06-2023 19.59.38,New Button,85,3582,80,63,46,5,0,116,0.0011428568,0.00089999973,0.00065714266
21-06-2023 19.59.53,New Button,38,2799,46,25,17,8,4,36,0.00065714266,0.00035714275,0.00024285707000000001
21-06-2023 20.00.08,New Button,14,3423,15,11,8,19,15,20,0.00021428565,0.00015714281,0.00011428568
21-06-2023 20.00.23,New Button,50,3223,52,35,25,11,6,74,0.00074285692,0.00049999985,0.00035714275
21-06-2023 20.00.38,New Button,3,2661,3,2,1,5,12,3,4.285713e-05,2.857142e-05,1.428571e-05
21-06-2023 20.00.53,New Button,66,3822,58,50,37,12,7,78,0.00082857118,0.0007142855,0.00052857127
21-06-2023 20.01.08,New Button,69,3741,60,51,37,12,0,84,0.0008571426,0.00072857121,0.00052857127
21-06-2023 20.01.23,New Button,0,1391,0,0,0,0,13,0,0.0,0.0,0.0
21-06-2023 20.01.38,New Button,14,3614,12,10,7,14,7,17,0.00017142852,0.0001428571,9.999997e-05
21-06-2023 20.01.53,New Button,8,3084,9,6,4,11,0,11,0.00012857139,8.571426e-05,5.714284e-05
21-06-2023 20.02.08,New Button,4,3296,6,4,3,8,0,6,8.571426e-05,5.714284e-05,4.285713e-05
21-06-2023 20.02.23,New Button,6,3568,7,5,4,8,0,9,9.999997e-05,7.142855e-05,5.714284e-05
21-06-2023 20.02.38,New Button,6,3568,7,5,4,9,0,9,9.999997e-05,7.142855e-05,5.714284e-05
21-06-2023 20.02.53,New Button,4,2915,5,3,2,5,15,5,7.142855e-05,4.285713e-05,2.857142e-05
21-06-2023 20.03.08,New Button,66,3840,56,49,36,20,11,76,0.00079999976,0.00069999979,0.00051428556
21-06-2023 20.03.24,New Button,64,3730,57,48,35,3,0,79,0.0008142854700000001,0.00068571408,0.00049999985
21-06-2023 20.03.39,New Button,89,3687,78,65,47,12,0,112,0.00111428538,0.00092857115,0.00067142837
21-06-2023 20.03.54,New Button,85,3589,78,62,45,8,0,114,0.00111428538,0.00088571402,0.00064285695
21-06-2023 20.04.09,New Button,98,3617,89,72,52,10,0,129,0.0012714281900000001,0.00102857112,0.00074285692
21-06-2023 20.04.24,New Button,97,3712,87,72,53,7,0,123,0.00124285677,0.00102857112,0.00075714263
21-06-2023 20.04.39,New Button,55,3677,50,41,30,4,0,71,0.0007142855,0.00058571411,0.0004285713
21-06-2023 20.04.54,New Button,84,3708,74,62,45,5,0,105,0.00105714254,0.00088571402,0.00064285695
21-06-2023 20.05.09,New Button,85,3728,75,63,46,5,0,106,0.00107142825,0.00089999973,0.00065714266
21-06-2023 20.05.24,New Button,98,3617,89,72,52,13,0,129,0.0012714281900000001,0.00102857112,0.00074285692
21-06-2023 20.05.39,New Button,92,3714,82,68,50,5,0,117,0.00117142822,0.0009714282800000001,0.0007142855
21-06-2023 20.05.54,New Button,66,3677,60,49,36,3,0,85,0.0008571426,0.00069999979,0.00051428556
21-06-2023 20.06.09,New Button,85,3728,75,63,46,5,0,106,0.00107142825,0.00089999973,0.00065714266
21-06-2023 20.06.24,New Button,46,3807,41,35,26,8,0,55,0.00058571411,0.00049999985,0.00037142846
21-06-2023 20.06.39,New Button,74,3700,66,55,40,6,0,93,0.00094285686,0.00078571405,0.0005714284
21-06-2023 20.06.54,New Button,29,3772,24,21,15,10,0,33,0.00034285704,0.00029999991,0.00021428565
21-06-2023 20.07.09,New Button,40,3719,36,30,22,8,0,50,0.00051428556,0.0004285713,0.00031428562
21-06-2023 20.07.24,New Button,38,3677,35,29,21,7,0,48,0.00049999985,0.00041428559,0.00029999991
21-06-2023 20.07.39,New Button,61,3835,53,46,34,13,0,72,0.00075714263,0.00065714266,0.00048571414000000003
21-06-2023 20.07.54,New Button,55,3772,48,41,30,12,0,66,0.00068571408,0.00058571411,0.0004285713
21-06-2023 20.08.09,New Button,51,3793,46,39,29,11,0,62,0.00065714266,0.00055714269,0.00041428559
21-06-2023 20.08.24,New Button,61,3719,54,45,33,11,0,77,0.00077142834,0.00064285695,0.00047142843
21-06-2023 20.08.39,New Button,61,3790,54,46,34,10,0,74,0.00077142834,0.00065714266,0.00048571414000000003
21-06-2023 20.08.54,New Button,61,3719,54,45,33,11,0,77,0.00077142834,0.00064285695,0.00047142843
21-06-2023 20.09.09,New Button,64,3772,56,48,35,12,0,77,0.00079999976,0.00068571408,0.00049999985
21-06-2023 20.09.25,New Button,64,3730,57,48,35,11,0,79,0.0008142854700000001,0.00068571408,0.00049999985
21-06-2023 20.09.40,New Button,51,3762,45,38,28,10,0,63,0.00064285695,0.00054285698,0.00039999988
21-06-2023 20.09.55,New Button,66,3822,58,50,37,11,0,78,0.00082857118,0.0007142855,0.00052857127
21-06-2023 20.10.10,New Button,50,3677,45,37,27,10,0,64,0.00064285695,0.00052857127,0.00038571417
21-06-2023 20.10.25,New Button,97,3767,85,72,53,13,0,119,0.00121428535,0.00102857112,0.00075714263
21-06-2023 20.10.40,New Button,4,2915,5,3,2,4,14,5,7.142855e-05,4.285713e-05,2.857142e-05
21-06-2023 20.10.55,New Button,17,3296,18,13,9,10,13,24,0.00025714278,0.00018571423,0.00012857139
21-06-2023 20.11.10,New Button,1,2661,3,1,1,3,17,2,4.285713e-05,1.428571e-05,1.428571e-05
21-06-2023 20.11.25,New Button,66,3640,61,49,36,9,15,87,0.00087142831,0.00069999979,0.00051428556
21-06-2023 20.11.40,New Button,85,3582,80,63,46,12,6,116,0.0011428568,0.00089999973,0.00065714266
21-06-2023 20.11.55,New Button,105,3710,92,77,56,15,0,131,0.00131428532,0.00109999967,0.00079999976
21-06-2023 20.12.10,New Button,105,3710,92,77,56,15,0,131,0.00131428532,0.00109999967,0.00079999976
21-06-2023 20.12.25,New Button,103,3762,90,77,56,16,0,124,0.0012857139,0.00109999967,0.00079999976
21-06-2023 20.12.40,New Button,102,3719,90,75,55,16,0,128,0.0012857139,0.00107142825,0.00078571405
21-06-2023 20.12.55,New Button,102,3719,90,75,55,15,0,128,0.0012857139,0.00107142825,0.00078571405
21-06-2023 20.13.10,New Button,81,3666,72,59,43,4,0,104,0.00102857112,0.00084285689,0.0006142855300000001
21-06-2023 20.13.25,New Button,105,3752,92,78,57,14,0,129,0.00131428532,0.00111428538,0.0008142854700000001
21-06-2023 20.13.40,New Button,102,3745,89,75,55,14,0,126,0.0012714281900000001,0.00107142825,0.00078571405
21-06-2023 20.13.55,New Button,100,3703,89,74,54,13,0,126,0.0012714281900000001,0.00105714254,0.00077142834
21-06-2023 20.14.10,New Button,98,3617,89,72,52,12,0,129,0.0012714281900000001,0.00102857112,0.00074285692
21-06-2023 20.14.25,New Button,12,3149,13,9,6,9,0,17,0.00018571423,0.00012857139,8.571426e-05
21-06-2023 20.14.40,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.14.55,New Button,8,3084,9,6,4,6,2,11,0.00012857139,8.571426e-05,5.714284e-05
21-06-2023 20.15.10,New Button,11,3149,13,8,6,8,7,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.15.26,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.15.41,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.15.56,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.16.11,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.16.26,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.16.41,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.16.56,New Button,12,3149,13,9,6,8,0,17,0.00018571423,0.00012857139,8.571426e-05
21-06-2023 20.17.11,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.17.26,New Button,12,2915,15,9,6,8,1,15,0.00021428565,0.00012857139,8.571426e-05
21-06-2023 20.17.41,New Button,12,2915,15,9,6,8,0,15,0.00021428565,0.00012857139,8.571426e-05
21-06-2023 20.17.56,New Button,12,2915,15,9,6,8,0,15,0.00021428565,0.00012857139,8.571426e-05
21-06-2023 20.18.11,New Button,11,3149,13,8,6,8,6,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.18.26,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.18.41,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.18.56,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.19.11,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.19.26,New Button,9,3123,11,7,5,8,0,13,0.00015714281,9.999997e-05,7.142855e-05
21-06-2023 20.19.41,New Button,9,3123,11,7,5,7,0,13,0.00015714281,9.999997e-05,7.142855e-05
21-06-2023 20.19.56,New Button,9,2979,12,7,5,7,0,11,0.00017142852,9.999997e-05,7.142855e-05
21-06-2023 20.20.11,New Button,11,3296,12,8,6,8,0,16,0.00017142852,0.00011428568,8.571426e-05
21-06-2023 20.20.26,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.20.41,New Button,11,3149,13,8,6,7,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.20.56,New Button,11,3149,13,8,6,7,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.21.11,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.21.27,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.21.42,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.21.57,New Button,12,2752,14,8,5,8,0,12,0.00019999994,0.00011428568,7.142855e-05
21-06-2023 20.22.12,New Button,12,2752,14,8,5,8,0,12,0.00019999994,0.00011428568,7.142855e-05
21-06-2023 20.22.27,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.22.42,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.22.57,New Button,12,3024,14,9,6,8,0,17,0.00019999994,0.00012857139,8.571426e-05
21-06-2023 20.23.12,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.23.27,New Button,11,3149,13,8,6,8,0,16,0.00018571423,0.00011428568,8.571426e-05
21-06-2023 20.23.42,New Button,9,3123,11,7,5,8,1,13,0.00015714281,9.999997e-05,7.142855e-05
21-06-2023 20.23.57,New Button,9,2979,12,7,5,8,0,11,0.00017142852,9.999997e-05,7.142855e-05
21-06-2023 20.24.12,New Button,3,2153,5,2,1,5,3,9,7.142855e-05,2.857142e-05,1.428571e-05
21-06-2023 20.24.27,New Button,11,2856,13,7,5,9,6,10,0.00018571423,9.999997e-05,7.142855e-05
21-06-2023 20.24.42,New Button,34,3480,31,24,17,31,1,47,0.00044285701,0.00034285704,0.00024285707000000001
21-06-2023 20.24.57,New Button,53,3369,52,38,27,12,2,77,0.00074285692,0.00054285698,0.00038571417
21-06-2023 20.25.12,New Button,53,3568,49,39,28,18,0,71,0.00069999979,0.00055714269,0.00039999988
21-06-2023 20.25.27,New Button,71,3713,64,53,39,19,0,90,0.00091428544,0.00075714263,0.00055714269
21-06-2023 20.25.42,New Button,58,3548,53,42,30,18,0,78,0.00075714263,0.00059999982,0.0004285713
21-06-2023 20.25.57,New Button,82,3443,78,59,42,10,0,116,0.00111428538,0.00084285689,0.00059999982
21-06-2023 20.26.12,New Button,90,3498,85,65,47,9,0,126,0.00121428535,0.00092857115,0.00067142837
21-06-2023 20.26.27,New Button,92,3403,89,66,47,9,0,132,0.0012714281900000001,0.00094285686,0.00067142837
21-06-2023 20.26.42,New Button,95,3722,85,71,52,8,0,119,0.00121428535,0.00101428541,0.00074285692
21-06-2023 20.26.57,New Button,85,3667,77,63,46,8,0,110,0.00109999967,0.00089999973,0.00065714266
21-06-2023 20.27.12,New Button,102,3719,90,75,55,10,0,128,0.0012857139,0.00107142825,0.00078571405
21-06-2023 20.27.28,New Button,82,3391,80,59,42,10,0,118,0.0011428568,0.00084285689,0.00059999982
21-06-2023 20.27.43,New Button,85,3482,82,62,45,12,0,121,0.00117142822,0.00088571402,0.00064285695
21-06-2023 20.27.58,New Button,89,3408,85,63,45,12,0,128,0.00121428535,0.00089999973,0.00064285695
21-06-2023 20.28.13,New Button,82,3296,82,58,41,10,0,121,0.00117142822,0.00082857118,0.00058571411
21-06-2023 20.28.28,New Button,81,3605,74,59,43,17,0,108,0.00105714254,0.00084285689,0.0006142855300000001
21-06-2023 20.28.43,New Button,72,3552,67,53,38,15,0,97,0.00095714257,0.00075714263,0.00054285698
21-06-2023 20.28.58,New Button,90,3568,84,66,48,17,0,123,0.00119999964,0.00094285686,0.00068571408
21-06-2023 20.29.13,New Button,90,3568,84,66,48,17,0,123,0.00119999964,0.00094285686,0.00068571408
21-06-2023 20.29.28,New Button,90,3833,78,68,50,16,0,105,0.00111428538,0.0009714282800000001,0.0007142855
21-06-2023 20.29.43,New Button,76,3655,69,56,41,7,0,99,0.00098571399,0.00079999976,0.00058571411
21-06-2023 20.29.58,New Button,77,3450,74,56,40,16,0,109,0.00105714254,0.00079999976,0.0005714284
21-06-2023 20.30.13,New Button,90,3677,80,66,48,18,0,115,0.0011428568,0.00094285686,0.00068571408
21-06-2023 20.30.28,New Button,81,3605,74,59,43,17,0,108,0.00105714254,0.00084285689,0.0006142855300000001
21-06-2023 20.30.43,New Button,84,3626,75,61,44,17,0,109,0.00107142825,0.00087142831,0.00062857124
21-06-2023 20.30.58,New Button,74,3642,66,54,39,18,0,96,0.00094285686,0.00077142834,0.00055714269
21-06-2023 20.31.13,New Button,76,3722,67,56,41,11,0,95,0.00095714257,0.00079999976,0.00058571411
21-06-2023 20.31.28,New Button,77,3450,74,56,40,14,0,109,0.00105714254,0.00079999976,0.0005714284
21-06-2023 20.31.43,New Button,51,3762,45,38,28,6,0,63,0.00064285695,0.00054285698,0.00039999988
21-06-2023 20.31.58,New Button,61,3763,53,45,33,5,0,74,0.00075714263,0.00064285695,0.00047142843
21-06-2023 20.32.13,New Button,90,3568,84,66,48,15,0,123,0.00119999964,0.00094285686,0.00068571408
21-06-2023 20.32.28,New Button,56,3662,52,42,31,14,0,74,0.00074285692,0.00059999982,0.00044285701
21-06-2023 20.32.43,New Button,71,3713,64,53,39,12,0,90,0.00091428544,0.00075714263,0.00055714269
21-06-2023 20.32.58,New Button,69,4284,54,54,41,22,0,61,0.00077142834,0.00077142834,0.00058571411
21-06-2023 20.33.14,New Button,3,2661,3,2,1,5,13,3,4.285713e-05,2.857142e-05,1.428571e-05
21-06-2023 20.33.29,New Button,58,2870,67,38,26,14,22,66,0.00095714257,0.00054285698,0.00037142846
21-06-2023 20.33.44,New Button,32,3756,29,24,18,17,4,40,0.00041428559,0.00034285704,0.00025714278
21-06-2023 20.33.59,New Button,34,2954,39,23,16,11,11,43,0.00055714269,0.00032857133,0.00022857136
21-06-2023 20.34.14,New Button,3,2661,3,2,1,12,9,3,4.285713e-05,2.857142e-05,1.428571e-05
21-06-2023 20.34.29,New Button,1,3296,2,1,1,8,7,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.34.44,New Button,9,2776,11,6,4,17,19,8,0.00015714281,8.571426e-05,5.714284e-05
21-06-2023 20.34.59,New Button,22,3213,23,16,11,41,0,32,0.00032857133,0.00022857136,0.00015714281
21-06-2023 20.35.14,New Button,132,3776,115,98,72,135,0,160,0.00164285665,0.00139999958,0.00102857112
21-06-2023 20.35.29,New Button,14,3058,16,10,7,27,0,19,0.00022857136,0.0001428571,9.999997e-05
21-06-2023 20.35.44,New Button,8,2661,9,5,3,22,1,6,0.00012857139,7.142855e-05,4.285713e-05
21-06-2023 20.35.59,New Button,30,3493,29,22,16,47,1,42,0.00041428559,0.00031428562,0.00022857136
21-06-2023 20.36.14,New Button,165,4211,127,126,94,175,0,148,0.00181428517,0.00179999946,0.00134285674
21-06-2023 20.36.29,New Button,9,2979,12,7,5,23,0,11,0.00017142852,9.999997e-05,7.142855e-05
21-06-2023 20.36.44,New Button,11,2856,13,7,5,24,1,10,0.00018571423,9.999997e-05,7.142855e-05
21-06-2023 20.36.59,New Button,435,3977,358,328,243,417,1,463,0.00511428418,0.00468571288,0.00347142753
21-06-2023 20.37.14,New Button,6,2820,8,4,3,18,1,3,0.00011428568,5.714284e-05,4.285713e-05
21-06-2023 20.37.29,New Button,317,3985,260,239,177,308,1,335,0.0037142846,0.00341428469,0.00252857067
21-06-2023 20.37.44,New Button,4,2661,6,3,2,11,2,1,8.571426e-05,4.285713e-05,2.857142e-05
21-06-2023 20.37.59,New Button,8,2820,8,5,3,14,1,10,0.00011428568,7.142855e-05,4.285713e-05
21-06-2023 20.38.14,New Button,9,3123,11,7,5,18,8,13,0.00015714281,9.999997e-05,7.142855e-05
21-06-2023 20.38.29,New Button,11,2856,13,7,5,22,0,10,0.00018571423,9.999997e-05,7.142855e-05
21-06-2023 20.38.44,New Button,8,2661,9,5,3,17,2,6,0.00012857139,7.142855e-05,4.285713e-05
21-06-2023 20.38.59,New Button,21,3387,21,15,11,29,15,31,0.00029999991,0.00021428565,0.00015714281
21-06-2023 20.39.15,New Button,21,3387,21,15,11,28,0,31,0.00029999991,0.00021428565,0.00015714281
21-06-2023 20.39.30,New Button,8,2270,13,5,3,10,17,25,0.00018571423,7.142855e-05,4.285713e-05
21-06-2023 20.39.45,New Button,22,2430,33,14,9,11,6,30,0.00047142843,0.00019999994,0.00012857139
21-06-2023 20.40.00,New Button,22,2463,32,14,9,11,0,21,0.00045714272,0.00019999994,0.00012857139
21-06-2023 20.40.15,New Button,3,2661,3,2,1,8,22,3,4.285713e-05,2.857142e-05,1.428571e-05
21-06-2023 20.40.30,New Button,0,1391,1,0,0,5,33,0,1.428571e-05,0.0,0.0
21-06-2023 20.40.45,New Button,1,3296,2,1,1,7,2,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.41.00,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.41.15,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.41.30,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.41.45,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.42.00,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.42.15,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.42.30,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.42.45,New Button,1,3296,2,1,1,7,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.43.00,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.43.15,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.43.30,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.43.45,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.44.00,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.44.15,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.44.30,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.44.45,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.45.00,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.45.16,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.45.31,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.45.46,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.46.01,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.46.16,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.46.31,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.46.46,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.47.01,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.47.16,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.47.31,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.47.46,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.48.01,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.48.16,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.48.31,New Button,1,3296,2,1,1,5,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.48.46,New Button,1,3296,2,1,1,6,0,1,2.857142e-05,1.428571e-05,1.428571e-05
21-06-2023 20.49.01,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.49.16,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.49.31,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.49.46,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.50.01,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.50.16,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.50.31,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.50.46,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.51.01,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.51.17,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.51.32,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.51.47,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.52.02,New Button,0,1391,1,0,0,6,0,0,1.428571e-05,0.0,0.0
21-06-2023 20.52.17,New Button,0,1391,1,0,0,6,0,0,1.428571e-05,0.0,0.0
21-06-2023 20.52.32,New Button,0,1391,1,0,0,6,0,0,1.428571e-05,0.0,0.0
21-06-2023 20.52.47,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
21-06-2023 20.53.02,New Button,0,1391,1,0,0,6,0,0,1.428571e-05,0.0,0.0
21-06-2023 20.53.17,New Button,1,5201,1,1,1,6,0,0,1.428571e-05,1.428571e-05,1.428571e-05
